handle,title,style,material,face_shapes,use_cases,vibes,lens_types,tags
french-dispatch-1980s-emmanuelle-khanh-sunglasses,"""French Dispatch"" 1980s Emmanuelle Khanh Sunglasses",rectangle,wire,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, trendy","tinted, butterfly","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted, lens:butterfly"
vintage-1980s-vogart-by-police-sunglasses,"""Vintage"" 1980s Vogart by Police Sunglasses",oval,wire,,,"retro, luxury, modern",,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern"
ribbon-1990s,"""Cottage"" 1990s Dior Rose-Kissed Sunglasses",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern",tinted,"style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
vintage-1980s-virginia-slims-sunglasses,"""Sex Appeal"" 1990s Virginia Slims Sunglasses",oval,acetate,,,"retro, luxury, trendy","shield, geometric","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, lens:shield, lens:geometric"
vintage-0000s-sergio-tacchini-sunglasses,"""Effortless Edge"" 1990s Sergio Tacchini Sunglasses",oval,wire,,,"retro, luxury, modern",tinted,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:tinted"
vintage-1990s-modo-sunglasses,"""Precision"" 1990s MODO Sunglasses",oval,acetate,,,"retro, luxury, modern",polarized,"style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:polarized"
vintage-1990s-vogue-sunglasses,"""Effortless Allure"" 1990s Vogue Sunglasses",oval,acetate,,,"retro, luxury, modern","tinted, shield","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:tinted, lens:shield"
vintage-0000s-cynthia-rowley-sunglasses,"""Fierce Charm"" 1990s Cynthia Rowley Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",tinted,"style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted"
vintage-0000s-gla-sunglasses,"""Quiet Luxury"" 1980s GLA Sunglasses",oval,acetate,,,"retro, luxury, modern",tinted,"style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:tinted"
vintage-1990s-giorgio-armani-sunglasses,"""Classic"" 1990s Giorgio Armani Sunglasses",oval,acetate,,,"retro, luxury, modern","rx, tinted, custom","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted, lens:custom"
vintage-1990s-paul-smith-2-sunglasses,"""Funky Monkey"" 1990s Paul Smith Sunglasses",oval,acetate,,,"retro, luxury, modern",tinted,"style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:tinted"
vintage-0000s-paul-smith-sunglasses,"""Vintage"" 1990s Paul Smith Sunglasses",oval,acetate,,,"retro, luxury, modern","rx, tinted, custom","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted, lens:custom"
vintage-0000s-ellen-tracy-sunglasses,"""Refined Ease"" 1990s Ellen Tracy Frame Only",oval,acetate,,,"retro, luxury, modern","rx, tinted","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted"
vintage-0000s-bijoux-sunglasses-frame-only,"""Retro Refinement"" 1980s Bijoux Sunglasses",oval,acetate,,,"retro, luxury, modern","rx, tinted","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted"
vintage-0000s-sro-sunglasses,"""Golden Status"" 1980s SRO Yellow Sunglasses",square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern","rx, tinted","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:tinted"
vintage-0000s-terri-brogan-sunglasses,"""Bold Revival"" 1980s Terri Brogan Sunglasses Frame",oval,acetate,,,"retro, luxury, modern","rx, tinted, butterfly","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted, lens:butterfly"
vintage-0000s-liz-claiborne-sunglasses,"""Everyday Icon"" 1990s Liz Claiborne Sunglasses",oval,acetate,,,"retro, luxury, modern","rx, tinted","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted"
vintage-1990s-liz-claiborne-sunglasses,"""Soft Power"" 1990s Liz Claiborne Sunglasses Frame Only",oval,acetate,,,"retro, luxury, modern","rx, tinted","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:rx, lens:tinted"
vintage-1990s-dolce-gabbana-sunglasses,"""Aviation"" 1990s Dolce Gabbana Sunglasses",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern","rx, tinted","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted"
vintage-0000s-columbia-sunglasses,"""Adrenaline"" 2000s Columbia Sunglasses",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury, trendy","tinted, shield","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted, lens:shield"
vintage-1990s-nicole-miller-sunglasses,"""Smooch"" 1990s Nicole Miller Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",tinted,"style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted"
vintage-1970s-yves-chantal-sunglasses-frame,"""Sharon Tate"" 1970s Yves Chantal Sunglasses Frame",square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, trendy","custom, butterfly","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:custom, lens:butterfly"
vintage-1990s-versace-sunglasses-frame,"""Vintage"" 1990s Versace Sunglasses Frame",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern","rx, shield","style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:shield"
vintage-1990s-jacques-fath-sunglasses-frame,"""Vintage"" 1990s Jean La Font Sunglasses Frame",oval,acetate,,,"retro, luxury, classic",,"style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:classic"
vintage-1970s-jacques-fath-sunglasses-frame,"""Vintage"" 1970s Jacques Fath Sunglasses Frame",square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern","tinted, shield","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted, lens:shield"
vintage-1960s-torrence-sunglasses-frame,"""Vintage"" 1960s Torrence Sunglasses Frame",square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern","rx, tinted, geometric","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx, lens:tinted, lens:geometric"
vintage-1980s-bugatti-sunglasses-frame,"""Velocity"" 1980s Bugatti Glasses Frame",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern",,"style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
vintage-1980s-alainne-fleu-sunglasses,"""Vintage"" 1980s Alainne Fleu Sunglasses",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern",tinted,"style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
vintage-1990s-artisan-crafted-sunglasses,"""Vintage"" 1990s Artisan-Crafted Sunglasses",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, modern, classic","tinted, geometric","style:aviator, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted, lens:geometric"
vintage-1980s-robert-la-roche-sunglasses,"""Vintage"" 1980s Robert LA Roche Sunglasses",round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",tinted,"style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
vintage-1990s-diplomat-sunglasses,"""Vintage"" 1990s Diplomat Sunglasses",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern","rx, tinted","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted"
the-ortega-early-1960s-italian-cat-eye-sunglasses-worn-at-the-2025-met-gala,“The Ortega” Early 1960s Italian Cat-Eye Sunglasses – Worn at the 2025 Met Gala,cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",,"style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
clubmaster-1980s-ray-ban-sunglasses,"""Clubmaster"" 1980s Ray-Ban Sunglasses",rectangle,wire,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, classic",,"style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk"
vintage-1980s-vito-sunglasses-frame,"""Lilac"" 1980s Vito Glasses Frame",square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, trendy","custom, butterfly","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:custom, lens:butterfly"
vintage-1970s-zeiss-sunglasses-frame,"""Vintage"" 1970s Zeiss Sunglasses Frame",aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern","rx, tinted","style:aviator, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted"
vintage-1980s-riviera-sunglasses,"""Oceanic"" 1980s Riviera Sunglasses",square,wire,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern","tinted, geometric","style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted, lens:geometric"
vintage-1960s-handmade-eyeglasses,"""Vintage"" 1960s Handmade Eyeglasses",round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",tinted,"style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
vintage-1980s-bolle-sunglasses-1,"""Barney"" 1980s Bolle Sunglasses",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern","tinted, shield","style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted, lens:shield"
vintage-1980s-renato-balatto-sunglasses,"""Italian Summer"" 1980s Renato Balestro Sunglasses",rectangle,acetate,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern",tinted,"style:rectangle, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
vintage-1970s-joshy-soul-sunglasses,"""Vintage"" 1970s Joshy Soul Sunglasses",square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, trendy","tinted, butterfly","style:square, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted, lens:butterfly"
champagne-1980s-caviar-sunglasses,"""Champagne"" 1980s Caviar Sunglasses",oval,wire,,,"retro, luxury, trendy","tinted, butterfly","style:oval, material:wire, vibe:retro, vibe:luxury, vibe:trendy, lens:tinted, lens:butterfly"
voltage-1990s-jean-paul-gaultier-sunglasses,"""Voltage"" 1990s Jean-Paul Gaultier Sunglasses",,wire,,,"retro, luxury, trendy","tinted, shield","material:wire, vibe:retro, vibe:luxury, vibe:trendy, lens:tinted, lens:shield"
vintage-1990s-maui-jim-sunglasses,"""Mellow"" 1990s Maui Jim Sunglasses",oval,wire,,,"retro, luxury, modern","polarized, tinted","style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:polarized, lens:tinted"
la-directrice-1980s-ysl-sunglasses-new-lenses,“La Directrice” 1980s YSL Vintage Sunglasses with New Lenses,cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, trendy",tinted,"style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted"
solaris-1970s-sunglasses-new-lenses,"""Solaris"" 1970s Sunglasses New Lenses",rectangle,wire,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury","tinted, butterfly","style:rectangle, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted, lens:butterfly"
orbit-1980s-luigi-colani-frame,"""Orbit"" 1980s Luigi Colani Frame",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern","rx, tinted, butterfly","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx, lens:tinted, lens:butterfly"
the-hybrid-y2k-parasite-frame,"""The Hybrid"" Y2k Parasite Frame",rectangle,wire,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern","rx, tinted, geometric","style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx, lens:tinted, lens:geometric"
the-sculptor-bottega-venetta-sunglasses,"""The Sculptor"" Bottega Veneta Sunglasses",cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",,"style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
